what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1366908728099
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1366908736399
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1366908744988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1366908760971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908765990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908768176
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1366908773015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908773296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908773327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908782682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908784192
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1366908786614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908788737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908829936
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1366908851133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908901763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366908938509
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1366908938517
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1366909029565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366909040518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366909045732
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1366909051820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366909088817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366909091326
activated,view,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms.views.LogCatView",1366909247747
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1366909254737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366909258691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366909259612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366909966448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366910355675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366910356599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366910358189
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1366910358488
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1366910358980
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1366910358990
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1366910359011
