what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365781571262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781598124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781599492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781600089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781601064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1365781614684
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365781618888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781621416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781626545
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365781627839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365781632227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365781632365
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365781697857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781700217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781702926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781706954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781710119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781712057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781712825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781714666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781727854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781730386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781736169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781742192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781746335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781749458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781750483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781756858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781762195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781765373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781767035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781768831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781773751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781776541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781782873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781785499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781790893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781793917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781798646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781801341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781810183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781812299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781817504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781822799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781825908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781830810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781835759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781837304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781838696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781840008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781840653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781841723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781842596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365781844282
